"Season","Daynum","team","score","Oteam","Oscore","loc","Numot","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","Ofgm","Ofga","Ofgm3","Ofga3","Oftm","Ofta","Oor","Odr","Oast","Oto","Ostl","Oblk","Opf","GameID","G.round","win","Pos","OPos","GameTempo","eFGp","OeFGp","TOp","OTOp","ORp","OORp","FTRate","OFTRate","AssistRate","OAssistRate","BlockRate","OBlockRate","StealRate","OStealkRate","TrueShootp","OTrueShootp"
2005,136,1334,79,1338,71,"N",0,26,55,10,20,17,23,10,25,15,12,2,1,18,25,59,8,23,13,18,10,20,10,10,7,3,20,138,1,1,67.925,67.55,67.7375,0.563636363636364,0.491525423728814,0.176665439823335,0.148038490007402,0.333333333333333,0.285714285714286,0.418181818181818,0.305084745762712,0.576923076923077,0.4,0.0277777777777778,0.0857142857142857,0.0296076980014804,0.103054839896945,0.599165718619644,0.525536639526277
2005,137,1356,65,1388,56,"N",0,25,61,4,12,11,14,12,21,12,10,8,2,22,17,51,4,20,18,22,16,26,3,20,2,2,17,158,1,1,65.65,65.45,65.55,0.442622950819672,0.372549019607843,0.152322924600152,0.305576776165011,0.315789473684211,0.432432432432432,0.229508196721311,0.431372549019608,0.48,0.176470588235294,0.0645161290322581,0.0408163265306122,0.122230710466005,0.0304645849200305,0.480413895048041,0.455655004068348
2005,136,1403,78,1417,66,"N",0,32,52,3,7,11,16,4,28,21,14,7,2,14,26,60,6,20,8,15,9,18,16,13,5,2,15,139,1,1,69.6,71.125,70.3625,0.644230769230769,0.483333333333333,0.201149425287356,0.182776801405975,0.181818181818182,0.243243243243243,0.307692307692308,0.25,0.65625,0.615384615384615,0.05,0.0444444444444444,0.0984182776801406,0.0718390804597701,0.654362416107383,0.491620111731844
2005,138,1403,71,1211,69,"N",0,29,59,4,11,9,16,8,24,18,7,7,1,14,29,62,2,13,9,18,17,27,14,13,2,1,17,165,2,1,65.6,66.55,66.075,0.525423728813559,0.483870967741935,0.106707317073171,0.19534184823441,0.228571428571429,0.414634146341463,0.271186440677966,0.290322580645161,0.620689655172414,0.482758620689655,0.0204081632653061,0.0208333333333333,0.105184072126221,0.0304878048780488,0.533033033033033,0.489014883061658
2005,136,1412,82,1261,68,"N",0,27,59,7,16,21,36,11,24,15,15,8,2,23,23,64,6,31,16,22,16,26,10,21,6,5,26,140,1,1,80.1,79.45,79.775,0.516949152542373,0.40625,0.187265917602996,0.26431718061674,0.297297297297297,0.4,0.610169491525424,0.34375,0.555555555555556,0.434782608695652,0.0606060606060606,0.116279069767442,0.100692259282568,0.0749063670411985,0.538764783180026,0.456682337139019
2005,136,1428,60,1431,54,"N",0,21,49,6,24,12,20,15,25,15,18,7,4,13,22,53,2,9,8,9,5,17,13,10,6,1,20,141,1,1,61.5,62.275,61.8875,0.489795918367347,0.433962264150943,0.292682926829268,0.160578081091931,0.46875,0.166666666666667,0.408163265306122,0.169811320754717,0.714285714285714,0.590909090909091,0.0909090909090909,0.04,0.112404656764352,0.0975609756097561,0.512820512820513,0.471409864687909
2005,138,1428,67,1328,58,"N",0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24,166,2,1,61.3,63.025,62.1625,0.662162162162162,0.333333333333333,0.32626427406199,0.111067036890123,0.391304347826087,0.387755102040816,0.756756756756757,0.287878787878788,0.681818181818182,0.142857142857143,0.0425531914893617,0.103448275862069,0.0317334391114637,0.130505709624796,0.666003976143141,0.386537820726425
2005,137,1436,60,1393,57,"N",1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12,159,1,1,67.225,69.275,68.25,0.432203389830508,0.445454545454545,0.238006693938267,0.346445326596896,0.361111111111111,0.451612903225806,0.186440677966102,0.163636363636364,0.636363636363636,0.347826086956522,0,0.0789473684210526,0.144352219415373,0.133878765340275,0.467107824056053,0.480809784900886
2005,137,1437,55,1307,47,"N",0,15,53,8,29,17,24,18,29,9,20,12,4,15,17,57,4,25,9,12,12,23,6,17,9,4,20,160,1,1,66.4,67.7,67.05,0.358490566037736,0.333333333333333,0.301204819277108,0.251107828655835,0.439024390243902,0.292682926829268,0.452830188679245,0.210526315789474,0.6,0.352941176470588,0.125,0.166666666666667,0.17725258493353,0.135542168674699,0.427018633540373,0.374800637958533
2005,139,1437,76,1196,65,"N",0,24,58,3,11,25,35,17,27,10,14,11,4,23,20,52,7,18,18,25,10,24,9,19,6,4,30,176,2,1,71.625,72.875,72.25,0.439655172413793,0.451923076923077,0.195462478184991,0.260720411663808,0.414634146341463,0.27027027027027,0.603448275862069,0.480769230769231,0.416666666666667,0.45,0.117647058823529,0.0851063829787234,0.150943396226415,0.0837696335078534,0.509212730318258,0.50880626223092
2005,136,1448,70,1151,54,"N",0,24,58,8,28,14,21,15,22,16,15,10,2,12,21,52,6,20,6,9,11,24,12,22,5,1,19,142,1,1,67.975,67.275,67.625,0.482758620689655,0.461538461538462,0.220669363736668,0.327015979189892,0.384615384615385,0.333333333333333,0.362068965517241,0.173076923076923,0.666666666666667,0.571428571428571,0.0625,0.0333333333333333,0.148643626904496,0.0735564545788893,0.514895182052225,0.47978676143936
2005,136,1449,88,1285,77,"N",0,32,58,9,19,15,22,9,23,19,16,9,1,14,33,65,9,20,2,8,12,21,15,18,5,0,16,143,1,1,75.45,74.8,75.125,0.629310344827586,0.576923076923077,0.212060967528164,0.240641711229947,0.3,0.342857142857143,0.379310344827586,0.123076923076923,0.59375,0.454545454545455,0.0222222222222222,0,0.120320855614973,0.0662690523525514,0.642804967129291,0.559593023255814
2005,138,1449,97,1334,79,"N",0,36,64,9,23,16,19,12,23,17,7,2,3,20,30,67,8,24,11,17,17,14,13,8,4,1,18,167,2,1,68.025,66.075,67.05,0.6328125,0.507462686567164,0.102903344358692,0.12107453651154,0.461538461538462,0.425,0.296875,0.253731343283582,0.472222222222222,0.433333333333333,0.0697674418604651,0.024390243902439,0.030268634127885,0.0588019110621095,0.664156110920917,0.526140526140526
2005,136,1452,63,1166,61,"N",0,22,46,8,20,11,13,8,21,19,16,12,4,15,21,50,8,20,11,13,10,17,12,17,8,3,16,144,1,1,60.175,63.175,61.675,0.565217391304348,0.5,0.265891150810137,0.269093787099327,0.32,0.32258064516129,0.282608695652174,0.26,0.863636363636364,0.571428571428571,0.133333333333333,0.115384615384615,0.189948555599525,0.132945575405069,0.603737422137039,0.542946150422786
2005,138,1452,111,1448,105,"N",2,37,70,7,21,30,39,10,25,20,11,5,5,26,36,71,9,23,24,36,17,29,23,18,7,3,28,168,2,1,89.525,89.1,89.3125,0.578571428571429,0.570422535211268,0.122870706506562,0.202020202020202,0.256410256410256,0.404761904761905,0.557142857142857,0.507042253521127,0.540540540540541,0.638888888888889,0.104166666666667,0.0612244897959184,0.0561167227833895,0.0781904495950852,0.626941541937306,0.595913734392736
2005,143,1452,65,1403,60,"N",0,24,51,9,22,8,13,11,20,14,18,5,3,15,24,56,1,8,11,16,15,19,10,16,11,1,15,181,3,1,64.175,64.6,64.3875,0.558823529411765,0.4375,0.280483054148812,0.247678018575851,0.366666666666667,0.428571428571429,0.254901960784314,0.285714285714286,0.583333333333333,0.416666666666667,0.0625,0.0344827586206897,0.0773993808049536,0.171406310868718,0.568430257979886,0.471698113207547
2005,136,1454,83,1104,73,"N",0,26,50,12,21,19,28,8,14,20,7,6,1,18,26,50,9,23,12,16,12,22,17,19,3,3,20,145,1,1,62.3,64.6,63.45,0.64,0.61,0.112359550561798,0.294117647058824,0.266666666666667,0.461538461538462,0.56,0.32,0.769230769230769,0.653846153846154,0.037037037037037,0.103448275862069,0.0928792569659443,0.0481540930979133,0.655608214849921,0.633680555555556
2005,138,1454,83,1130,75,"N",0,26,55,11,24,20,22,10,16,17,16,11,5,26,23,50,4,11,25,35,15,21,16,22,6,2,22,169,2,1,71.45,73.625,72.5375,0.572727272727273,0.5,0.223932820153954,0.298811544991511,0.32258064516129,0.483870967741935,0.4,0.7,0.653846153846154,0.695652173913043,0.128205128205128,0.0645161290322581,0.149405772495756,0.0839748075577327,0.634071810542399,0.562851782363977
2005,137,1458,57,1320,52,"N",0,20,48,11,26,6,10,5,25,14,8,3,2,13,22,53,4,17,4,8,8,27,8,8,4,2,15,161,1,1,55.75,56.8,56.275,0.53125,0.452830188679245,0.143497757847534,0.140845070422535,0.15625,0.242424242424242,0.208333333333333,0.150943396226415,0.7,0.363636363636364,0.0555555555555556,0.0909090909090909,0.0528169014084507,0.0717488789237668,0.540284360189573,0.457746478873239
2005,139,1458,71,1137,62,"N",0,21,46,7,17,22,29,8,22,14,7,5,1,12,23,50,5,15,11,14,7,22,13,10,4,2,24,177,2,1,58.775,59.65,59.2125,0.532608695652174,0.51,0.119098256061251,0.167644593461861,0.266666666666667,0.241379310344828,0.630434782608696,0.28,0.666666666666667,0.565217391304348,0.0285714285714286,0.0689655172413793,0.0838222967309304,0.0680561463207146,0.593893768297783,0.547219770520741
2005,144,1458,65,1301,56,"N",0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25,185,3,1,67.875,67.175,67.525,0.547619047619048,0.47,0.265193370165746,0.19352437662821,0.173913043478261,0.0606060606060606,0.595238095238095,0.26,0.333333333333333,0.631578947368421,0,0.15625,0.0297729810197246,0.147329650092081,0.603248259860789,0.498442367601246
2006,136,1104,90,1266,85,"N",0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22,194,1,1,67.725,69.025,68.375,0.618181818181818,0.581967213114754,0.20671834625323,0.173850054328142,0.516129032258065,0.448275862068966,0.563636363636364,0.311475409836066,0.535714285714286,0.40625,0.0769230769230769,0.125,0.0579500181093807,0.132890365448505,0.645392613840086,0.606926097822206
2006,137,1112,94,1458,75,"N",0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17,210,1,1,67.925,66.45,67.1875,0.635593220338983,0.517241379310345,0.132499079867501,0.150489089541008,0.423076923076923,0.324324324324324,0.389830508474576,0.379310344827586,0.542857142857143,0.76,0.157894736842105,0.0612244897959184,0.135440180586907,0.0588884799411115,0.672148730782982,0.547845142439737
2006,136,1130,88,1334,76,"N",2,29,57,6,23,24,29,7,23,22,8,12,2,16,26,63,10,25,14,18,14,23,18,15,4,2,22,195,1,1,71.775,72.55,72.1625,0.56140350877193,0.492063492063492,0.111459421804249,0.206753962784287,0.233333333333333,0.378378378378378,0.508771929824561,0.285714285714286,0.758620689655172,0.692307692307692,0.0526315789473684,0.0588235294117647,0.165403170227429,0.0557297109021247,0.621688449311197,0.53109713487072
2006,138,1130,69,1285,56,"N",0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13,226,2,1,60.275,61.225,60.75,0.492063492063492,0.427272727272727,0.132725010369141,0.114332380563495,0.394736842105263,0.171428571428571,0.142857142857143,0.2,0.592592592592593,0.95,0.257142857142857,0.0652173913043478,0.0326663944467129,0.049771878888428,0.512820512820513,0.464923204649232
2006,137,1133,77,1242,73,"N",0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25,211,1,1,72.2,74.025,73.1125,0.548076923076923,0.508620689655172,0.221606648199446,0.243161094224924,0.305555555555556,0.314285714285714,0.615384615384615,0.327586206896552,0.739130434782609,0.423076923076923,0.025,0.032258064516129,0.0810536980749747,0.166204986149584,0.572916666666667,0.544572920552033
2006,139,1133,72,1338,66,"N",0,22,59,2,6,26,32,16,24,14,8,8,2,16,25,61,6,20,10,11,12,26,11,14,2,2,23,234,2,1,66.2,68.225,67.2125,0.389830508474576,0.459016393442623,0.120845921450151,0.205203371198241,0.380952380952381,0.333333333333333,0.542372881355932,0.180327868852459,0.636363636363636,0.44,0.0487804878048781,0.0377358490566038,0.117259069256138,0.0302114803625378,0.485175202156334,0.498301245753114
2006,137,1137,59,1116,55,"N",0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15,212,1,1,58.55,59.4,58.975,0.511363636363636,0.425531914893617,0.239111870196413,0.218855218855219,0.285714285714286,0.363636363636364,0.409090909090909,0.51063829787234,0.588235294117647,0.684210526315789,0.0571428571428571,0.173913043478261,0.168350168350168,0.0683176771989752,0.561370123691722,0.470890410958904
2006,137,1163,72,1107,59,"N",0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,213,1,1,61.175,59.8,60.4875,0.673913043478261,0.5,0.261544748671843,0.20066889632107,0.333333333333333,0.275862068965517,0.282608695652174,0.153846153846154,0.62962962962963,0.5,0.135135135135135,0.0333333333333333,0.100334448160535,0.179812014711892,0.689985625299473,0.528673835125448
2006,139,1163,87,1246,83,"N",0,31,62,4,13,21,30,13,22,16,12,7,1,16,29,62,8,24,17,18,11,23,15,14,7,1,21,235,2,1,75.25,73.55,74.4,0.532258064516129,0.532258064516129,0.159468438538206,0.190346702923182,0.361111111111111,0.333333333333333,0.483870967741935,0.290322580645161,0.516129032258065,0.517241379310345,0.0263157894736842,0.0204081632653061,0.0951733514615908,0.0930232558139535,0.570491803278689,0.588235294117647
2006,144,1163,98,1449,92,"N",1,27,51,10,19,34,47,10,32,15,26,7,5,20,34,80,6,20,18,23,17,21,9,17,19,3,33,246,3,1,89.325,90.925,90.125,0.627450980392157,0.4625,0.291071928351525,0.186967280725873,0.32258064516129,0.346938775510204,0.92156862745098,0.2875,0.555555555555556,0.264705882352941,0.0833333333333333,0.09375,0.0769865273577124,0.212706409179961,0.668257756563246,0.505911465493539
2006,136,1181,70,1380,54,"N",0,24,49,5,15,17,20,9,26,15,20,9,8,11,22,62,4,13,6,10,16,16,8,16,14,4,20,196,1,1,69.5,66.75,68.125,0.540816326530612,0.387096774193548,0.287769784172662,0.239700374531835,0.36,0.380952380952381,0.408163265306122,0.161290322580645,0.625,0.363636363636364,0.163265306122449,0.117647058823529,0.134831460674157,0.201438848920863,0.598290598290598,0.404494382022472
2006,138,1181,74,1203,61,"N",0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,68,5,18,14,19,19,20,10,14,8,3,29,227,2,1,70.575,72.025,71.3,0.545454545454545,0.345588235294118,0.255047821466525,0.194376952447067,0.310344827586207,0.387755102040816,0.840909090909091,0.279411764705882,0.571428571428571,0.476190476190476,0.2,0.107142857142857,0.0555362721277334,0.113354587318456,0.600893219650832,0.395975332684193
2006,136,1196,76,1375,50,"N",0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17,197,1,1,66.75,66.85,66.8,0.576271186440678,0.427272727272727,0.164794007490637,0.239341810022438,0.25,0.184210526315789,0.169491525423729,0.109090909090909,0.724137931034483,0.421052631578947,0.2,0.0882352941176471,0.119670905011219,0.104868913857678,0.596078431372549,0.432152117545376
2006,138,1196,82,1454,60,"N",0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18,228,2,1,65.025,66.075,65.55,0.607142857142857,0.418032786885246,0.153787004998078,0.166477487703367,0.344827586206897,0.311111111111111,0.339285714285714,0.278688524590164,0.566666666666667,0.454545454545455,0.170731707317073,0.0833333333333333,0.0908059023836549,0.0922722029988466,0.630526720492118,0.434310532030402
2006,144,1196,57,1207,53,"N",0,19,45,5,13,14,17,9,22,7,12,4,8,14,21,54,5,21,6,8,13,19,15,12,8,4,16,247,3,1,56.075,56.8,56.4375,0.477777777777778,0.435185185185185,0.213999108337049,0.211267605633803,0.321428571428571,0.371428571428571,0.377777777777778,0.148148148148148,0.368421052631579,0.714285714285714,0.242424242424242,0.125,0.0704225352112676,0.142666072224699,0.536975977390485,0.458477508650519
2006,146,1196,75,1437,62,"N",0,22,54,4,17,27,31,19,34,14,16,2,8,22,18,73,4,23,22,27,26,14,8,6,6,6,24,252,4,1,65.725,65.825,65.775,0.444444444444444,0.273972602739726,0.243438569798402,0.091150778579567,0.575757575757576,0.433333333333333,0.574074074074074,0.36986301369863,0.636363636363636,0.444444444444444,0.16,0.162162162162162,0.0303835928598557,0.0912894636744009,0.545652964714442,0.361200116516167
2006,152,1196,73,1206,58,"N",0,23,53,12,25,15,19,16,24,8,15,5,4,12,23,56,2,11,10,14,11,16,6,11,8,2,15,254,5,1,61.025,62.65,61.8375,0.547169811320755,0.428571428571429,0.245800901269971,0.175578611332801,0.5,0.314285714285714,0.358490566037736,0.25,0.347826086956522,0.260869565217391,0.0888888888888889,0.0714285714285714,0.0798084596967279,0.131093814010651,0.588472390165256,0.462889066241022
2006,154,1196,73,1417,57,"N",0,26,58,6,19,15,20,9,26,21,6,7,10,13,22,61,3,17,10,14,14,26,11,12,3,1,22,256,6,1,64.5,65.65,65.075,0.5,0.385245901639344,0.0930232558139535,0.182787509520183,0.257142857142857,0.35,0.344827586206897,0.229508196721311,0.807692307692308,0.5,0.227272727272727,0.0256410256410256,0.106626047220107,0.0465116279069767,0.540740740740741,0.421286031042129
2006,136,1203,88,1423,85,"N",1,31,66,10,22,16,22,15,19,16,10,6,1,20,32,54,11,22,10,18,8,25,20,15,2,1,22,198,1,1,71.45,69.55,70.5,0.545454545454545,0.694444444444444,0.139958012596221,0.215672178289001,0.375,0.296296296296296,0.333333333333333,0.333333333333333,0.516129032258065,0.625,0.03125,0.0227272727272727,0.0862688713156003,0.0279916025192442,0.575539568345324,0.679456434852118
2006,137,1206,75,1277,65,"N",0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23,214,1,1,65.35,66.375,65.8625,0.642857142857143,0.516666666666667,0.214231063504208,0.150659133709981,0.357142857142857,0.166666666666667,0.530612244897959,0.0833333333333333,0.241379310344828,0.653846153846154,0.176470588235294,0.0540540540540541,0.0602636534839925,0.0306044376434583,0.611246943765281,0.521042084168337
2006,139,1206,65,1314,60,"N",0,23,58,4,16,15,19,11,27,14,8,7,2,8,23,64,10,30,4,4,13,27,16,13,3,10,15,236,2,1,64.025,65.9,64.9625,0.431034482758621,0.4375,0.124951190941039,0.197268588770865,0.289473684210526,0.325,0.327586206896552,0.0625,0.608695652173913,0.695652173913043,0.0588235294117647,0.238095238095238,0.106221547799697,0.0468566966028895,0.484893696381947,0.455235204855842
2006,144,1206,63,1455,55,"N",0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,64,3,24,12,17,17,26,8,9,4,1,21,248,3,1,61.925,64.075,63,0.545454545454545,0.3359375,0.145337101332257,0.140460397971128,0.0714285714285714,0.361702127659574,0.522727272727273,0.265625,0.6,0.4,0.125,0.0357142857142857,0.0780335544284042,0.0645942672587808,0.573509330905781,0.381546999653139
2006,146,1206,86,1163,84,"N",1,30,60,9,18,17,25,15,22,13,11,6,2,17,31,66,7,22,15,19,14,20,15,9,6,7,20,253,4,1,67.875,70.025,68.95,0.575,0.522727272727273,0.162062615101289,0.128525526597644,0.428571428571429,0.388888888888889,0.416666666666667,0.287878787878788,0.433333333333333,0.483870967741935,0.0454545454545455,0.166666666666667,0.0856836843984291,0.0883977900552486,0.598260869565217,0.559813395534822
2006,137,1207,54,1320,49,"N",0,20,46,5,19,9,14,8,24,15,9,4,4,12,17,48,7,26,8,12,9,22,10,8,4,3,15,215,1,1,53.65,52.7,53.175,0.489130434782609,0.427083333333333,0.167753960857409,0.15180265654649,0.266666666666667,0.272727272727273,0.304347826086957,0.25,0.75,0.588235294117647,0.181818181818182,0.111111111111111,0.0759013282732448,0.0745573159366263,0.512820512820513,0.456238361266294
2006,139,1207,70,1326,52,"N",0,27,58,6,14,10,12,12,25,18,8,6,5,10,19,47,5,16,9,9,3,21,10,11,4,4,14,237,2,1,59.7,59.275,59.4875,0.517241379310345,0.457446808510638,0.134003350083752,0.185575706452973,0.363636363636364,0.107142857142857,0.206896551724138,0.191489361702128,0.666666666666667,0.526315789473684,0.161290322580645,0.0909090909090909,0.101223112610713,0.067001675041876,0.549450549450549,0.507069722086787
2006,136,1211,79,1462,75,"N",0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20,199,1,1,64.825,64.675,64.75,0.58,0.509803921568627,0.154261473197069,0.12369540007731,0.275862068965517,0.285714285714286,0.54,0.647058823529412,0.423076923076923,0.666666666666667,0.173913043478261,0.0263157894736842,0.0618477000386548,0.0617045892788276,0.628730600875448,0.562429696287964
2006,138,1211,90,1231,80,"N",0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29,229,2,1,73.475,70.85,72.1625,0.475409836065574,0.565217391304348,0.0952705001701259,0.18348623853211,0.368421052631579,0.341463414634146,0.672131147540984,0.0869565217391304,0.464285714285714,0.580645161290323,0.0606060606060606,0.06,0.127028934368384,0.0272201429057503,0.559179869524697,0.556715379262352
2006,136,1228,78,1102,69,"N",0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13,200,1,1,60.65,59.55,60.1,0.66,0.670731707317073,0.181368507831822,0.184718723761545,0.333333333333333,0.0454545454545455,0.28,0.439024390243902,0.586206896551724,0.714285714285714,0.0714285714285714,0.0357142857142857,0.100755667506297,0.115416323165705,0.688437775816417,0.696266397578204
2006,136,1231,87,1361,83,"N",0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19,201,1,1,72.6,68.125,70.3625,0.549295774647887,0.654545454545455,0.12396694214876,0.234862385321101,0.365853658536585,0.384615384615385,0.225352112676056,0.272727272727273,0.4,0.483870967741935,0,0.0444444444444444,0.161467889908257,0.0964187327823691,0.553435114503817,0.668008048289738
2006,137,1246,69,1412,64,"N",0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20,216,1,1,63.25,63.075,63.1625,0.352459016393443,0.474137931034483,0.126482213438735,0.1585414189457,0.444444444444444,0.325,0.491803278688525,0.293103448275862,0.631578947368421,0.68,0.0882352941176471,0.194444444444444,0.0317082837891399,0.0790513833992095,0.458471760797342,0.48429814604616
2006,136,1261,80,1233,64,"N",0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19,202,1,1,72.825,74.875,73.85,0.57843137254902,0.401639344262295,0.247167868177137,0.200333889816361,0.36,0.302325581395349,0.529411764705882,0.409836065573771,0.592592592592593,0.260869565217391,0.255813953488372,0.0731707317073171,0.106844741235392,0.137315482320632,0.626713670191931,0.439108061749571
2006,138,1261,58,1401,57,"N",0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22,230,2,1,65.925,65.7,65.8125,0.37037037037037,0.471698113207547,0.197193780811528,0.258751902587519,0.315789473684211,0.303030303030303,0.425925925925926,0.226415094339623,0.263157894736842,0.409090909090909,0.15,0.0714285714285714,0.060882800608828,0.106181266590823,0.446669233731228,0.485519591141397
2006,143,1261,62,1181,54,"N",0,24,61,2,7,12,23,16,29,14,15,7,9,16,18,65,5,26,13,16,17,27,12,16,9,5,18,242,3,1,70.925,71.6,71.2625,0.409836065573771,0.315384615384615,0.211491011632006,0.223463687150838,0.372093023255814,0.369565217391304,0.377049180327869,0.246153846153846,0.583333333333333,0.666666666666667,0.230769230769231,0.0925925925925926,0.0977653631284916,0.126894606979203,0.43100451859576,0.371900826446281
2006,145,1261,70,1400,60,"N",1,28,66,3,18,11,16,9,33,18,10,8,7,13,21,69,10,29,8,11,14,31,14,12,7,7,16,250,4,1,74.6,72.225,73.4125,0.446969696969697,0.376811594202899,0.134048257372654,0.166147455867082,0.225,0.297872340425532,0.242424242424242,0.159420289855072,0.642857142857143,0.666666666666667,0.175,0.145833333333333,0.110764970578055,0.0938337801608579,0.47554347826087,0.404176490400808
2006,137,1272,94,1331,78,"N",0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17,217,1,1,69.6,68.5,69.05,0.69672131147541,0.594339622641509,0.186781609195402,0.18978102189781,0.413793103448276,0.25,0.262295081967213,0.377358490566038,0.432432432432432,0.5,0.0526315789473684,0.102564102564103,0.145985401459854,0.0574712643678161,0.685131195335277,0.624
2006,139,1272,72,1137,56,"N",0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20,238,2,1,62.35,62.775,62.5625,0.552083333333333,0.390243902439024,0.144346431435445,0.302668259657507,0.241379310344828,0.379310344827586,0.541666666666667,0.707317073170732,0.652173913043478,0.533333333333333,0.0689655172413793,0,0.159299084030267,0.0641539695268645,0.596520298260149,0.511182108626198
2006,143,1272,80,1133,64,"N",0,31,60,6,15,12,18,11,30,11,13,10,7,18,20,60,5,16,19,27,14,21,6,17,4,3,18,243,3,1,70.55,75.825,73.1875,0.566666666666667,0.375,0.184266477675408,0.224200461589186,0.34375,0.318181818181818,0.3,0.45,0.354838709677419,0.3,0.159090909090909,0.0666666666666667,0.131882624464227,0.0566973777462792,0.583515681983953,0.439409543426021
2006,134,1284,71,1214,49,"N",0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11,193,1,1,67.275,67.175,67.225,0.524590163934426,0.333333333333333,0.133779264214047,0.19352437662821,0.205882352941176,0.326086956521739,0.147540983606557,0.206349206349206,0.777777777777778,0.368421052631579,0.208333333333333,0.114285714285714,0.0297729810197246,0.0594574507617986,0.543852929911911,0.354174195880014
2006,136,1285,87,1305,79,"N",0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23,203,1,1,66.825,66.75,66.7875,0.571428571428571,0.507142857142857,0.119715675271231,0.134831460674157,0.344827586206897,0.435897435897436,0.482142857142857,0.142857142857143,0.620689655172414,0.454545454545455,0.0384615384615385,0.159090909090909,0.0299625468164794,0.0748222970445193,0.632037776970578,0.528428093645485
2006,137,1301,58,1143,52,"N",0,21,42,5,16,11,17,7,18,10,11,5,1,15,20,47,5,16,7,10,9,17,9,13,7,1,18,218,1,1,54.075,55.75,54.9125,0.55952380952381,0.478723404255319,0.203421174294961,0.233183856502242,0.291666666666667,0.333333333333333,0.404761904761905,0.212765957446809,0.476190476190476,0.45,0.032258064516129,0.0384615384615385,0.0896860986547085,0.129449838187702,0.579131303045432,0.502415458937198
2006,137,1314,69,1293,65,"N",0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19,219,1,1,64.875,66.7,65.7875,0.510416666666667,0.438461538461538,0.262042389210019,0.194902548725637,0.428571428571429,0.404761904761905,0.520833333333333,0.184615384615385,0.681818181818182,0.2,0.0789473684210526,0.0666666666666667,0.149925037481259,0.138728323699422,0.576200417536534,0.45968882602546
2006,137,1322,64,1234,63,"N",0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17,220,1,1,63.65,63.35,63.5,0.458333333333333,0.51219512195122,0.172820109976434,0.299921073401736,0.341463414634146,0.346153846153846,0.233333333333333,0.634146341463415,0.739130434782609,0.555555555555556,0.173913043478261,0.135135135135135,0.142067876874507,0.0628436763550668,0.480120030007502,0.590440487347704
2006,137,1326,70,1172,62,"N",0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20,221,1,1,64.925,66.325,65.625,0.438461538461538,0.419117647058824,0.0616095494801694,0.135695439125518,0.333333333333333,0.333333333333333,0.353846153846154,0.102941176470588,0.384615384615385,0.5,0.0869565217391304,0.0697674418604651,0.030154542027893,0.0154023873700424,0.460981231478433,0.434630213810025
