Season,Team,Region,Seed
2004,1163,Phoenix,2
2004,1301,Phoenix,3
2004,1268,Phoenix,4
2004,1393,Phoenix,5
2004,1435,Phoenix,6
2004,1177,Phoenix,7
2004,1104,Phoenix,8
2004,1356,Phoenix,9
2004,1173,Phoenix,10
2004,1444,Phoenix,11
2004,1140,Phoenix,12
2004,1431,Phoenix,13
2004,1418,Phoenix,14
2004,1436,Phoenix,15
2004,1427,Phoenix,16
2004,1386,EastRutherford,1
2004,1329,EastRutherford,2
2004,1338,EastRutherford,3
2004,1448,EastRutherford,4
2004,1196,EastRutherford,5
2004,1458,EastRutherford,6
2004,1272,EastRutherford,7
2004,1403,EastRutherford,8
2004,1150,EastRutherford,9
2004,1376,EastRutherford,10
2004,1350,EastRutherford,11
2004,1264,EastRutherford,12
2004,1433,EastRutherford,13
2004,1416,EastRutherford,14
2004,1186,EastRutherford,15
2004,1251,EastRutherford,16
2004,1246,StLouis,1
2004,1211,StLouis,2
2004,1210,StLouis,3
2004,1242,StLouis,4
2004,1344,StLouis,5
2004,1130,StLouis,6
2004,1277,StLouis,7
2004,1449,StLouis,8
2004,1412,StLouis,9
2004,1305,StLouis,10
2004,1428,StLouis,11
2004,1334,StLouis,12
2004,1227,StLouis,13
2004,1320,StLouis,14
2004,1434,StLouis,15
2004,1197,StLouis,16
2004,1250,StLouis,16
2005,1449,Albuquerque,1
2005,1448,Albuquerque,2
2005,1211,Albuquerque,3
2005,1257,Albuquerque,4
2005,1210,Albuquerque,5
2005,1403,Albuquerque,6
2005,1452,Albuquerque,7
2005,1334,Albuquerque,8
2005,1338,Albuquerque,9
2005,1166,Albuquerque,10
2005,1417,Albuquerque,11
2005,1203,Albuquerque,12
2005,1418,Albuquerque,13
2005,1457,Albuquerque,14
2005,1151,Albuquerque,15
2005,1285,Albuquerque,16
2005,1228,Chicago,1
2005,1329,Chicago,2
2005,1112,Chicago,3
2005,1130,Chicago,4
2005,1104,Chicago,5
2005,1261,Chicago,6
2005,1356,Chicago,7
2005,1400,Chicago,8
2005,1305,Chicago,9
2005,1388,Chicago,10
2005,1412,Chicago,11
2005,1454,Chicago,12
2005,1335,Chicago,13
2005,1429,Chicago,14
2005,1368,Chicago,15
2005,1192,Chicago,16
2005,1181,Austin,1
2005,1246,Austin,2
2005,1328,Austin,3
2005,1393,Austin,4
2005,1277,Austin,5
2005,1428,Austin,6
2005,1153,Austin,7
2005,1390,Austin,8
2005,1280,Austin,9
2005,1234,Austin,10
2005,1431,Austin,11
2005,1330,Austin,12
2005,1436,Austin,13
2005,1310,Austin,14
2005,1184,Austin,15
2005,1175,Austin,16
2005,1314,Syracuse,1
2005,1163,Syracuse,2
2005,1242,Syracuse,3
2005,1196,Syracuse,4
2005,1437,Syracuse,5
2005,1458,Syracuse,6
2005,1150,Syracuse,7
2005,1278,Syracuse,8
2005,1235,Syracuse,9
2005,1301,Syracuse,10
2005,1320,Syracuse,11
2005,1307,Syracuse,12
2005,1325,Syracuse,13
2005,1137,Syracuse,14
2005,1416,Syracuse,15
2005,1105,Syracuse,16
2005,1324,Syracuse,16
2006,1181,Atlanta,1
2006,1400,Atlanta,2
2006,1234,Atlanta,3
2006,1261,Atlanta,4
2006,1393,Atlanta,5
2006,1452,Atlanta,6
2006,1143,Atlanta,7
2006,1203,Atlanta,8
2006,1423,Atlanta,9
2006,1301,Atlanta,10
2006,1356,Atlanta,11
2006,1401,Atlanta,12
2006,1233,Atlanta,13
2006,1322,Atlanta,14
2006,1335,Atlanta,15
2006,1380,Atlanta,16
2006,1272,Oakland,1
2006,1417,Oakland,2
2006,1211,Oakland,3
2006,1242,Oakland,4
2006,1338,Oakland,5
2006,1231,Oakland,6
2006,1266,Oakland,7
2006,1116,Oakland,8
2006,1137,Oakland,9
2006,1104,Oakland,10
2006,1361,Oakland,11
2006,1245,Oakland,12
2006,1133,Oakland,13
2006,1462,Oakland,14
2006,1125,Oakland,15
2006,1331,Oakland,16
2006,1437,Minneapolis,1
2006,1326,Minneapolis,2
2006,1196,Minneapolis,3
2006,1130,Minneapolis,4
2006,1305,Minneapolis,5
2006,1328,Minneapolis,6
2006,1207,Minneapolis,7
2006,1112,Minneapolis,8
2006,1458,Minneapolis,9
2006,1320,Minneapolis,10
2006,1454,Minneapolis,11
2006,1285,Minneapolis,12
2006,1334,Minneapolis,13
2006,1375,Minneapolis,14
2006,1172,Minneapolis,15
2006,1214,Minneapolis,16
2006,1284,Minneapolis,16
2006,1163,WashingtonDC,1
2006,1397,WashingtonDC,2
2006,1314,WashingtonDC,3
2006,1228,WashingtonDC,4
2006,1449,WashingtonDC,5
2006,1277,WashingtonDC,6
2006,1455,WashingtonDC,7
2006,1246,WashingtonDC,8
2006,1412,WashingtonDC,9
2006,1371,WashingtonDC,10
2006,1206,WashingtonDC,11
2006,1429,WashingtonDC,12
2006,1102,WashingtonDC,13
2006,1293,WashingtonDC,14
2006,1457,WashingtonDC,15
2006,1107,WashingtonDC,16
2007,1314,East,1
2007,1207,East,2
2007,1450,East,3
2007,1400,East,4
2007,1425,East,5
2007,1435,East,6
2007,1130,East,7
2007,1266,East,8
2007,1277,East,9
2007,1403,East,10
2007,1203,East,11
2007,1116,East,12
2007,1308,East,13
2007,1331,East,14
2007,1125,East,15
2007,1184,East,16
2007,1326,South,1
2007,1272,South,2
2007,1401,South,3
2007,1438,South,4
2007,1397,South,5
2007,1257,South,6
2007,1305,South,7
2007,1140,South,8
2007,1462,South,9
2007,1166,South,10
2007,1390,South,11
2007,1253,South,12
2007,1107,South,13
2007,1335,South,14
2007,1317,South,15
2007,1148,South,16
2007,1196,Midwest,1
2007,1458,Midwest,2
2007,1332,Midwest,3
2007,1268,Midwest,4
2007,1139,Midwest,5
2007,1323,Midwest,6
2007,1424,Midwest,7
2007,1112,Midwest,8
2007,1345,Midwest,9
2007,1210,Midwest,10
2007,1457,Midwest,11
2007,1330,Midwest,12
2007,1172,Midwest,13
2007,1275,Midwest,14
2007,1394,Midwest,15
2007,1238,Midwest,16
2007,1242,West,1
2007,1417,West,2
2007,1338,West,3
2007,1356,West,4
2007,1439,West,5
2007,1181,West,6
2007,1231,West,7
2007,1246,West,8
2007,1437,West,9
2007,1211,West,10
2007,1433,West,11
2007,1228,West,12
2007,1221,West,13
2007,1460,West,14
2007,1451,West,15
2007,1197,West,16
2007,1310,West,16
2008,1314,East,1
2008,1397,East,2
2008,1257,East,3
2008,1450,East,4
2008,1323,East,5
2008,1328,East,6
2008,1139,East,7
2008,1231,East,8
2008,1116,East,9
2008,1375,East,10
2008,1386,East,11
2008,1206,East,12
2008,1457,East,13
2008,1129,East,14
2008,1110,East,15
2008,1164,East,16
2008,1291,East,16
2008,1242,Midwest,1
2008,1207,Midwest,2
2008,1458,Midwest,3
2008,1435,Midwest,4
2008,1155,Midwest,5
2008,1425,Midwest,6
2008,1211,Midwest,7
2008,1424,Midwest,8
2008,1245,Midwest,9
2008,1172,Midwest,10
2008,1243,Midwest,11
2008,1437,Midwest,12
2008,1373,Midwest,13
2008,1168,Midwest,14
2008,1420,Midwest,15
2008,1340,Midwest,16
2008,1272,South,1
2008,1400,South,2
2008,1390,South,3
2008,1338,South,4
2008,1277,South,5
2008,1266,South,6
2008,1274,South,7
2008,1280,South,8
2008,1332,South,9
2008,1388,South,10
2008,1246,South,11
2008,1396,South,12
2008,1331,South,13
2008,1165,South,14
2008,1122,South,15
2008,1426,South,16
2008,1417,West,1
2008,1181,West,2
2008,1462,West,3
2008,1163,West,4
2008,1179,West,5
2008,1345,West,6
2008,1452,West,7
2008,1140,West,8
2008,1401,West,9
2008,1112,West,10
2008,1124,West,11
2008,1443,West,12
2008,1360,West,13
2008,1208,West,14
2008,1125,West,15
2008,1290,West,16
2009,1338,East,1
2009,1181,East,2
2009,1437,East,3
2009,1462,East,4
2009,1199,East,5
2009,1417,East,6
2009,1400,East,7
2009,1329,East,8
2009,1397,East,9
2009,1278,East,10
2009,1433,East,11
2009,1458,East,12
2009,1340,East,13
2009,1110,East,14
2009,1127,East,15
2009,1190,East,16
2009,1314,South,1
2009,1328,South,2
2009,1393,South,3
2009,1211,South,4
2009,1228,South,5
2009,1113,South,6
2009,1155,South,7
2009,1261,South,8
2009,1139,South,9
2009,1276,South,10
2009,1396,South,11
2009,1443,South,12
2009,1103,South,13
2009,1372,South,14
2009,1288,South,15
2009,1347,South,16
2009,1257,Midwest,1
2009,1277,Midwest,2
2009,1242,Midwest,3
2009,1448,Midwest,4
2009,1428,Midwest,5
2009,1452,Midwest,6
2009,1130,Midwest,7
2009,1326,Midwest,8
2009,1373,Midwest,9
2009,1425,Midwest,10
2009,1173,Midwest,11
2009,1112,Midwest,12
2009,1156,Midwest,13
2009,1295,Midwest,14
2009,1352,Midwest,15
2009,1106,Midwest,16
2009,1287,Midwest,16
2009,1163,West,1
2009,1272,West,2
2009,1281,West,3
2009,1449,West,4
2009,1345,West,5
2009,1266,West,6
2009,1143,West,7
2009,1140,West,8
2009,1401,West,9
2009,1268,West,10
2009,1429,West,11
2009,1320,West,12
2009,1280,West,13
2009,1165,West,14
2009,1169,West,15
2009,1151,West,16
2010,1246,East,1
2010,1452,East,2
2010,1307,East,3
2010,1458,East,4
2010,1396,East,5
2010,1266,East,6
2010,1155,East,7
2010,1400,East,8
2010,1448,East,9
2010,1281,East,10
2010,1449,East,11
2010,1165,East,12
2010,1459,East,13
2010,1285,East,14
2010,1288,East,15
2010,1190,East,16
2010,1181,South,1
2010,1437,South,2
2010,1124,South,3
2010,1345,South,4
2010,1401,South,5
2010,1323,South,6
2010,1350,South,7
2010,1143,South,8
2010,1257,South,9
2010,1388,South,10
2010,1330,South,11
2010,1429,South,12
2010,1373,South,13
2010,1358,South,14
2010,1352,South,15
2010,1115,South,16
2010,1457,South,16
2010,1242,Midwest,1
2010,1326,Midwest,2
2010,1207,Midwest,3
2010,1268,Midwest,4
2010,1277,Midwest,5
2010,1397,Midwest,6
2010,1329,Midwest,7
2010,1424,Midwest,8
2010,1320,Midwest,9
2010,1210,Midwest,10
2010,1361,Midwest,11
2010,1308,Midwest,12
2010,1222,Midwest,13
2010,1325,Midwest,14
2010,1364,Midwest,15
2010,1250,Midwest,16
2010,1393,West,1
2010,1243,West,2
2010,1338,West,3
2010,1435,West,4
2010,1139,West,5
2010,1462,West,6
2010,1140,West,7
2010,1211,West,8
2010,1199,West,9
2010,1196,West,10
2010,1278,West,11
2010,1431,West,12
2010,1293,West,13
2010,1324,West,14
2010,1317,West,15
2010,1436,West,16
2011,1326,East,1
2011,1314,East,2
2011,1393,East,3
2011,1246,East,4
2011,1452,East,5
2011,1462,East,6
2011,1449,East,7
2011,1206,East,8
2011,1437,East,9
2011,1208,East,10
2011,1266,East,11
2011,1155,East,12
2011,1412,East,12
2011,1343,East,13
2011,1232,East,14
2011,1254,East,15
2011,1106,East,16
2011,1427,East,16
2011,1181,West,1
2011,1361,West,2
2011,1163,West,3
2011,1400,West,4
2011,1112,West,5
2011,1153,West,6
2011,1396,West,7
2011,1276,West,8
2011,1397,West,9
2011,1336,West,10
2011,1281,West,11
2011,1272,West,12
2011,1324,West,13
2011,1137,West,14
2011,1294,West,15
2011,1214,West,16
2011,1338,Southeast,1
2011,1196,Southeast,2
2011,1140,Southeast,3
2011,1458,Southeast,4
2011,1243,Southeast,5
2011,1385,Southeast,6
2011,1417,Southeast,7
2011,1139,Southeast,8
2011,1330,Southeast,9
2011,1277,Southeast,10
2011,1211,Southeast,11
2011,1429,Southeast,12
2011,1125,Southeast,13
2011,1459,Southeast,14
2011,1364,Southeast,15
2011,1114,Southeast,16
2011,1421,Southeast,16
2011,1242,Southwest,1
2011,1323,Southwest,2
2011,1345,Southwest,3
2011,1257,Southwest,4
2011,1435,Southwest,5
2011,1207,Southwest,6
2011,1401,Southwest,7
2011,1424,Southwest,8
2011,1228,Southwest,9
2011,1199,Southwest,10
2011,1425,Southwest,11
2011,1433,Southwest,11
2011,1350,Southwest,12
2011,1287,Southwest,13
2011,1389,Southwest,14
2011,1103,Southwest,15
2011,1131,Southwest,16
2012,1393,East,1
2012,1326,East,2
2012,1199,East,3
2012,1458,East,4
2012,1435,East,5
2012,1153,East,6
2012,1211,East,7
2012,1243,East,8
2012,1379,East,9
2012,1452,East,10
2012,1400,East,11
2012,1217,East,12
2012,1285,East,13
2012,1382,East,14
2012,1259,East,15
2012,1421,East,16
2012,1314,Midwest,1
2012,1242,Midwest,2
2012,1207,Midwest,3
2012,1276,Midwest,4
2012,1396,Midwest,5
2012,1361,Midwest,6
2012,1388,Midwest,7
2012,1166,Midwest,8
2012,1104,Midwest,9
2012,1345,Midwest,10
2012,1301,Midwest,11
2012,1143,Midwest,12
2012,1378,Midwest,12
2012,1325,Midwest,13
2012,1125,Midwest,14
2012,1178,Midwest,15
2012,1249,Midwest,16
2012,1436,Midwest,16
2012,1246,South,1
2012,1181,South,2
2012,1124,South,3
2012,1231,South,4
2012,1455,South,5
2012,1424,South,6
2012,1323,South,7
2012,1235,South,8
2012,1163,South,9
2012,1462,South,10
2012,1160,South,11
2012,1433,South,12
2012,1308,South,13
2012,1355,South,14
2012,1250,South,15
2012,1290,South,16
2012,1443,South,16
2012,1277,West,1
2012,1281,West,2
2012,1266,West,3
2012,1257,West,4
2012,1307,West,5
2012,1293,West,6
2012,1196,West,7
2012,1272,West,8
2012,1387,West,9
2012,1438,West,10
2012,1161,West,11
2012,1253,West,12
2012,1172,West,13
2012,1140,West,14
2012,1233,West,14
2012,1313,West,15
2012,1254,West,16
2013,1231,East,1
2013,1274,East,2
2013,1266,East,3
2013,1393,East,4
2013,1424,East,5
2013,1139,East,6
2013,1228,East,7
2013,1301,East,8
2013,1396,East,9
2013,1160,East,10
2013,1137,East,11
2013,1143,East,12
2013,1285,East,13
2013,1172,East,14
2013,1334,East,15
2013,1241,East,16
2013,1254,East,16
2013,1242,South,1
2013,1207,South,2
2013,1196,South,3
2013,1276,South,4
2013,1433,South,5
2013,1417,South,6
2013,1361,South,7
2013,1314,South,8
2013,1437,South,9
2013,1328,South,10
2013,1278,South,11
2013,1103,South,12
2013,1355,South,13
2013,1322,South,14
2013,1195,South,15
2013,1443,South,16
2013,1257,Midwest,1
2013,1181,Midwest,2
2013,1277,Midwest,3
2013,1387,Midwest,4
2013,1329,Midwest,5
2013,1272,Midwest,6
2013,1166,Midwest,7
2013,1161,Midwest,8
2013,1281,Midwest,9
2013,1153,Midwest,10
2013,1292,Midwest,11
2013,1388,Midwest,11
2013,1332,Midwest,12
2013,1308,Midwest,13
2013,1434,Midwest,14
2013,1107,Midwest,15
2013,1251,Midwest,16
2013,1299,Midwest,16
2013,1211,West,1
2013,1326,West,2
2013,1307,West,3
2013,1243,West,4
2013,1458,West,5
2013,1112,West,6
2013,1323,West,7
2013,1338,West,8
2013,1455,West,9
2013,1235,West,10
2013,1125,West,11
2013,1279,West,12
2013,1129,West,13
2013,1247,West,13
2013,1217,West,14
2013,1233,West,15
2013,1380,West,16
2014,1438,East,1
2014,1437,East,2
2014,1235,East,3
2014,1277,East,4
2014,1153,East,5
2014,1314,East,6
2014,1163,East,7
2014,1272,East,8
2014,1203,East,9
2014,1386,East,10
2014,1344,East,11
2014,1217,East,12
2014,1174,East,13
2014,1300,East,14
2014,1454,East,15
2014,1157,East,16
2014,1196,South,1
2014,1242,South,2
2014,1393,South,3
2014,1417,South,4
2014,1433,South,5
2014,1326,South,6
2014,1307,South,7
2014,1160,South,8
2014,1338,South,9
2014,1390,South,10
2014,1173,South,11
2014,1372,South,12
2014,1409,South,13
2014,1444,South,14
2014,1184,South,15
2014,1107,South,16
2014,1291,South,16
2014,1455,Midwest,1
2014,1276,Midwest,2
2014,1181,Midwest,3
2014,1257,Midwest,4
2014,1387,Midwest,5
2014,1269,Midwest,6
2014,1400,Midwest,7
2014,1246,Midwest,8
2014,1243,Midwest,9
2014,1113,Midwest,10
2014,1234,Midwest,11
2014,1397,Midwest,11
2014,1301,Midwest,12
2014,1462,Midwest,12
2014,1264,Midwest,13
2014,1273,Midwest,14
2014,1459,Midwest,15
2014,1142,Midwest,16
2014,1411,Midwest,16
2014,1112,West,1
2014,1458,West,2
2014,1166,West,3
2014,1361,West,4
2014,1328,West,5
2014,1124,West,6
2014,1332,West,7
2014,1211,West,8
2014,1329,West,9
2014,1140,West,10
2014,1304,West,11
2014,1295,West,12
2014,1308,West,13
2014,1418,West,14
2014,1110,West,15
2014,1451,West,16
2015,1437,East,1
2015,1438,East,2
2015,1328,East,3
2015,1257,East,4
2015,1320,East,5
2015,1344,East,6
2015,1277,East,7
2015,1301,East,8
2015,1261,East,9
2015,1208,East,10
2015,1129,East,11
2015,1173,East,11
2015,1461,East,12
2015,1414,East,13
2015,1107,East,14
2015,1125,East,15
2015,1248,East,16
2015,1181,South,1
2015,1211,South,2
2015,1235,South,3
2015,1207,South,4
2015,1428,South,5
2015,1374,South,6
2015,1234,South,7
2015,1361,South,8
2015,1385,South,9
2015,1172,South,10
2015,1417,South,11
2015,1372,South,12
2015,1186,South,13
2015,1412,South,14
2015,1295,South,15
2015,1316,South,16
2015,1352,South,16
2015,1246,Midwest,1
2015,1242,Midwest,2
2015,1323,Midwest,3
2015,1268,Midwest,4
2015,1452,Midwest,5
2015,1139,Midwest,6
2015,1455,Midwest,7
2015,1153,Midwest,8
2015,1345,Midwest,9
2015,1231,Midwest,10
2015,1400,Midwest,11
2015,1138,Midwest,12
2015,1434,Midwest,13
2015,1318,Midwest,14
2015,1308,Midwest,15
2015,1214,Midwest,16
2015,1264,Midwest,16
2015,1458,West,1
2015,1112,West,2
2015,1124,West,3
2015,1314,West,4
2015,1116,West,5
2015,1462,West,6
2015,1433,West,7
2015,1332,West,8
2015,1329,West,9
2015,1326,West,10
2015,1140,West,11
2015,1279,West,11
2015,1459,West,12
2015,1217,West,13
2015,1209,West,14
2015,1411,West,15
2015,1157,West,16
2016,1314,East,1
2016,1462,East,2
2016,1452,East,3
2016,1246,East,4
2016,1231,East,5
2016,1323,East,6
2016,1458,East,7
2016,1425,East,8
2016,1344,East,9
2016,1338,East,10
2016,1276,East,11
2016,1409,East,11
2016,1151,East,12
2016,1392,East,13
2016,1372,East,14
2016,1451,East,15
2016,1192,East,16
2016,1195,East,16
2016,1438,Midwest,1
2016,1277,Midwest,2
2016,1428,Midwest,3
2016,1235,Midwest,4
2016,1345,Midwest,5
2016,1371,Midwest,6
2016,1173,Midwest,7
2016,1403,Midwest,8
2016,1139,Midwest,9
2016,1393,Midwest,10
2016,1211,Midwest,11
2016,1114,Midwest,12
2016,1233,Midwest,13
2016,1201,Midwest,14
2016,1292,Midwest,15
2016,1214,Midwest,16
2016,1242,South,1
2016,1437,South,2
2016,1274,South,3
2016,1143,South,4
2016,1268,South,5
2016,1112,South,6
2016,1234,South,7
2016,1160,South,8
2016,1163,South,9
2016,1396,South,10
2016,1435,South,11
2016,1455,South,11
2016,1355,South,12
2016,1218,South,13
2016,1138,South,14
2016,1421,South,15
2016,1122,South,16
2016,1332,West,1
2016,1328,West,2
2016,1401,West,3
2016,1181,West,4
2016,1124,West,5
2016,1400,West,6
2016,1333,West,7
2016,1386,West,8
2016,1153,West,9
2016,1433,West,10
2016,1320,West,11
2016,1463,West,12
2016,1423,West,13
2016,1453,West,14
2016,1167,West,15
2016,1221,West,16
2016,1380,West,16
